Frame,LEFT_SHOULDER-LEFT_ELBOW-LEFT_WRIST,RIGHT_SHOULDER-RIGHT_ELBOW-RIGHT_WRIST,LEFT_HIP-LEFT_KNEE-LEFT_ANKLE,RIGHT_HIP-RIGHT_KNEE-RIGHT_ANKLE,LEFT_SHOULDER-LEFT_HIP-LEFT_KNEE,RIGHT_SHOULDER-RIGHT_HIP-RIGHT_KNEE,LEFT_ELBOW-LEFT_SHOULDER-LEFT_HIP,RIGHT_ELBOW-RIGHT_SHOULDER-RIGHT_HIP,Exercise
25,147.77949636681458,153.13845833264884,44.1803616581213,37.72173681166337,105.59812039807188,74.48228737939752,124.96909833034896,22.419426314744317,push-up
26,151.7825088136735,110.05106608777628,55.93459188960795,38.295742297192774,116.47517077973117,46.83065154868503,117.8421066302733,37.73972901243469,push-up
27,154.03493603847025,95.35761037142811,76.89721536729947,22.075311841443554,130.0834531915147,39.10527660588723,123.46784564939543,49.97161804768441,push-up
28,149.22156627782863,95.76313036027082,133.97043336174877,8.492022388511607,169.41218963831733,2.7812988901365947,129.53751098717674,34.58159684700163,push-up
29,148.6671225230594,122.9853027215047,108.62272182996145,9.534812787788411,165.16649906898357,33.93909825056187,126.97956531538469,21.352535226457416,push-up
30,142.2800100187523,113.8927154684276,115.15270083682037,27.21796560822714,162.70996221573407,12.25762321110193,130.52269921985072,13.164955570106127,push-up
31,137.86047375498148,135.82263469932585,124.10096134244472,2.8503818147213806,178.8529424629194,8.480877468068226,134.56585038892484,11.14703936646653,push-up
32,140.7704279611703,136.45728154870503,115.00065974979665,16.94404562243199,179.647381486617,5.102683116093743,142.747450092467,14.40346801860045,push-up
33,148.94628062851754,139.1786304406114,86.96373954821695,5.173879979491343,176.74878154359044,17.90755441739974,138.01481299521348,15.000399831121713,push-up
34,142.34274444271844,87.91506168986709,9.843856307005156,29.6302459382825,71.5984028766582,52.784086624426095,105.9179863611412,60.522576512127735,push-up
35,141.4615351628251,82.39188430517548,15.887647749965902,3.2912951779669584,114.348368460976,23.06680981257398,106.830941250887,51.58822807656802,push-up
36,146.54449509470246,76.76177726280575,2.8632762898078448,14.530299986233514,107.67710960691505,32.611563935098104,108.13150958631246,61.69458243151128,push-up
37,144.90789833641438,86.49977449105037,28.906349701670425,1.2404018493405264,54.20968954085616,48.89828978177536,109.85916379131842,56.54130872946969,push-up
38,148.97437632723057,76.64158568918738,86.1298313647658,3.713995335281672,51.91426912088912,58.63770750461735,36.31147547845033,78.5903089859182,push-up
39,147.38999910958012,51.407720405647495,120.86781880349024,0.5844090518897791,14.132063696956195,52.973009963916866,28.38114128930506,90.26656874972102,push-up
40,145.49693567083847,102.95520702207311,94.37390428317728,61.41733125624106,23.463682522052576,27.748639356714936,10.056190068789133,113.11770755888949,push-up
41,144.56638481195102,113.22420246451006,9.003947465798579,20.83377771329305,124.44107664359265,63.32810717127688,15.315291756316178,90.47929268874994,push-up
42,143.25171283528326,147.50752506077947,68.46348117215241,25.21685271460798,164.33753320885316,96.88768841088881,32.294488368582584,53.26380989207228,push-up
43,145.61727392482314,144.21873975248073,57.459474187143144,21.21426289537413,179.36409234453086,110.4840199718399,12.06822526131832,29.21904329925143,push-up
44,147.8503797846012,120.39353597030643,63.66006549165105,155.53016311456008,98.78628250915085,51.76949305251291,2.510171054690705,17.8687016178319,push-up
45,149.02764683397407,138.30782663755352,131.06911735492315,114.48128154936248,30.70468538530865,17.332814045840216,9.110920948182768,36.1566504584086,push-up
46,146.44108329507702,178.95752637097675,86.41981749544637,127.04695597621344,27.15955501717119,97.4516276238366,27.81552599491759,58.493009561367266,push-up
47,149.66415171187788,162.13237592141246,101.4237757172619,168.1768454074215,57.64683547137105,85.35700312269904,22.682234790915548,44.70345345736423,push-up
48,153.9052824048968,159.07763241114515,117.39984932542406,98.52861867736578,4.701799019330904,13.763761279063567,30.105202312403968,73.58723195652094,push-up
49,165.1539508051163,159.9203382557686,164.37550318976974,154.68656291352946,10.03228723029989,44.58167692568149,63.856077349584744,44.0248043602968,push-up
50,175.15181218263461,145.16280512951053,169.69197491360632,151.55639284828584,73.8816594772563,69.39014755580911,119.09530833137191,108.72829423542866,push-up
51,163.28565480358037,169.57962619132016,170.95570753793862,130.0819510914703,98.47759307242615,96.35579760806718,81.24007601200336,29.694323420901362,push-up
52,151.72285531096247,173.20440035806558,160.02389082522183,168.23961464395285,101.1623139988913,94.89658848715777,72.55745214070335,23.13008979612639,push-up
53,135.9694753070039,167.62684229491597,157.8511113663234,125.835704427769,125.66062029448591,111.91847404780819,47.63098778229743,13.202508097371783,push-up
54,116.75995763673154,157.93419926587782,155.18236945637264,136.5286118797911,137.21899075096812,130.57317794537178,45.994697524711476,4.4701673342021016,push-up
55,144.92034423743303,116.1794757653267,164.35913010899395,121.29129386003925,134.47228908967216,117.00420026541425,55.77792925281295,92.03408341677903,push-up
56,171.1412308683561,109.37884955890979,168.71392358762918,139.32094109388993,125.02381351520731,117.1728346087259,62.73886488613597,72.69383942842299,push-up
57,171.97481571250148,155.50577950779146,168.77846844629653,169.50592926552466,148.77268060052296,132.7492027308189,38.70848031873661,53.01119887999181,push-up
58,171.10018169399007,157.529359751371,163.94933903996014,178.34248690751943,128.25188519507765,134.7786496663699,56.23771037473244,15.42635040121798,push-up
59,171.9771662805664,177.01319627892352,175.87131622698354,169.2773483093909,122.78193381231833,128.02750147309507,53.77614973025997,27.25309959328371,push-up
60,172.84993478781985,55.84572042558935,172.26430043485354,132.2217072576779,120.518865807179,99.74027179508255,55.98533013279305,41.284714504869726,push-up
61,174.94579674824405,172.09868596321206,175.86333634857513,163.77208159247107,133.71331192185275,112.92731064577714,44.67234416625482,41.71973766987179,push-up
62,169.07407967647083,177.22659481829075,174.52113767893147,174.86125663382776,134.76846546803404,107.82941042418395,41.733636621200134,29.965246439139,push-up
63,171.50701341368637,174.19697437416397,176.89316281340294,152.05733435188256,139.15909530160144,110.04934943082381,37.935799449034135,31.249575239300302,push-up
64,173.4776595557907,173.5920761304816,174.35267472278602,179.43321720789382,146.12017778844634,116.80672904540901,28.656140025496473,23.834689381136876,push-up
65,171.0173635116372,169.5058091493181,127.83569514704128,164.29509811255255,140.3501955342305,133.12739323539287,24.19313386261637,22.542940767277802,push-up
66,167.15592918105992,168.71082431406356,101.99144537072247,159.7046680434257,65.06800071243254,121.9755833102785,25.99940041207651,15.52825172130741,push-up
67,165.89129612295156,168.53389906819794,56.84073986091102,164.90203843172515,23.21219566637194,132.16732833020234,24.09926236321951,15.831465439932492,push-up
68,166.05087511760928,164.33475398522813,119.35147610620643,158.4075647318811,71.9186428710633,131.8032454856691,22.092257454691534,8.358927379351208,push-up
69,161.08361982961702,160.50781558237853,173.75742705618856,89.10085692325903,138.33612729465943,120.71934214340354,27.292227031528697,8.715188345462584,push-up
70,156.12469654103668,140.4360280074654,70.01499380234007,148.35942116857703,143.28342348047485,46.02132483846879,31.103147150872655,10.740313694034413,push-up
71,153.21377905621978,150.8739288417002,49.86856975180472,168.6247313287649,126.25941056486275,32.00107551650053,32.61902665105548,5.2100960909061795,push-up
72,144.95000735156785,156.52417679052192,84.58962423460345,155.778027355618,69.54762509876855,2.0867945299010118,27.552264409855113,18.736135605857754,push-up
73,143.62152046176558,156.9759434890509,151.7178548702424,64.55193556108772,163.97778889275415,81.4164227902971,32.837602633832944,33.02582111428812,push-up
74,140.70469649008825,134.97918371847055,147.64393195359307,170.52201293962648,168.06856077474416,162.8389367108167,52.31990690961345,46.84299403574136,push-up
75,137.9056558365996,132.01579592252537,170.30546212966004,174.51887260721952,176.46552099897536,178.52647441268124,56.28194380439831,47.118131605558865,push-up
76,139.83678505949655,132.48477398000915,171.8948711759024,177.02806513236405,174.51797209497767,175.18246801635718,57.85575208354686,50.73671899928533,push-up
77,135.51188349237577,123.61172801577709,175.7581738534451,173.91672357082487,172.64637044392825,173.5256866758501,56.678784548224705,38.48184787935404,push-up
78,130.69280007626216,112.47356617241095,175.56656706709566,173.56766223125697,172.27690549221677,170.71293077757443,52.6621549111275,28.051010944488084,push-up
79,124.8120872726686,104.61630810414272,176.11789334546515,174.3159586403955,176.19627301408195,173.49360156892158,46.418829080497744,15.00326880456861,push-up
80,114.05284205218274,76.22024177728896,176.1134048325193,174.6050535856573,179.84280049470055,173.53242743286296,36.09577021048032,11.533362521143458,push-up
81,112.9964191591294,68.48161184473106,175.51254932210122,172.84268953810505,179.96366957149178,174.13071367094292,34.87170961975006,23.190343358000952,push-up
82,112.39247730665687,63.01637805646496,174.08254271625728,171.14354969917756,179.4525308389938,175.80670090821894,34.10349169409572,28.910154836731238,push-up
83,108.54205417704796,60.024794346136716,176.36590868611182,174.95386009259263,178.64900272152605,178.85788571839197,30.060693032922437,32.333812028436576,push-up
84,105.92544225638736,62.574717866812996,176.35697941261841,175.57537323129085,177.8528736991797,179.67760472098215,27.202567238839112,32.044581472500404,push-up
85,104.12456652985028,61.686170000002456,176.89953857649573,176.490256629273,178.29973053252706,177.91926220244594,25.67175026333472,33.20453937322648,push-up
86,103.80335671563944,57.65919638904452,177.53319997100982,176.55446862610572,178.0706735825202,178.79176691434964,25.1778542506226,34.99361652944749,push-up
87,105.88991911514015,57.61004948549178,177.2766291354136,177.28365798596974,177.60658518290506,178.66665692519635,25.95647696046202,34.81272080275878,push-up
88,107.12919818404842,58.66107299321805,177.24469189871482,176.5833523396412,177.4234936782115,178.31093007648718,26.806334213248782,33.60769893370142,push-up
89,109.73715604370258,58.77244889589773,176.83844457135922,175.77781544007703,177.95528222854483,178.86227830677802,29.292191102323276,32.652932067392626,push-up
90,111.19751573637552,56.55376835817839,175.90724535753878,174.81569111830507,178.55000780043497,179.70035993651638,30.88962607621733,31.779739051083745,push-up
91,113.78280267485579,53.3686091258397,175.62843462333998,174.94560726816601,177.9321123014734,179.0561796043969,32.685697460611564,31.842907709257194,push-up
92,118.26945028265581,71.92583178942844,174.00693276369694,174.93116561220236,178.86690997614258,177.90598006461568,36.49029377972352,14.581577305312532,push-up
93,123.70866414459184,87.51422173004636,171.74131982464837,173.679031149473,179.15495325854232,179.10940127254204,40.710394649658745,1.0006318210705307,push-up
94,128.65104962540173,100.61477764334131,171.54370259824017,173.35264578800812,178.97127438649258,178.0386791253535,43.964926244186586,9.568324171412963,push-up
95,137.34732397236542,129.43194618131938,169.5979262596942,170.88580010057782,178.40008574374554,178.2074241527566,49.579381402680426,31.531894060210227,push-up
96,138.44819416112446,130.32330568951858,170.40863073084012,172.75383178825973,177.51112268622978,178.51905207071746,51.672946174298694,37.158200671233374,push-up
97,140.78319547540698,140.5199850619933,168.8897383984223,172.5746973980214,175.77012458257872,179.91189023098892,53.76788528021542,45.569967957122586,push-up
98,144.6617088343872,148.96109236264905,170.81283021098156,172.4537426815511,176.18036059082598,179.8336051288471,56.64553314407069,49.28347312194055,push-up
99,150.94980036565232,157.17081632225504,169.99313013294736,172.9073763486803,176.3270565898473,179.85202751480432,59.14399686176208,56.94019995930596,push-up
100,154.29856037051908,157.67531343717667,168.9436317653618,171.42252519006377,175.02860795471906,177.75885663667452,60.8085561964457,57.33008213287839,push-up
101,155.38581382342005,156.65303494485832,168.98107207413995,171.14724133175173,174.26851830609596,177.10308728748845,61.47738879587767,56.526002788547956,push-up
102,158.33209329888277,160.91628407081538,168.20967039269044,170.89109860544139,174.42306606447852,176.8566527587173,61.98128795841522,58.866309807961066,push-up
103,160.25979464221203,161.0079766720855,167.77456955403315,168.65969092063418,174.1710240983116,175.69542533650954,62.703836098681144,58.95042300165775,push-up
104,162.8907900380913,165.88648718257502,169.83084950375115,169.23500941698225,175.82612747655605,176.3599372664551,62.339639953848135,57.73886904259166,push-up
105,164.37946113424093,168.63982970201425,172.5103102991414,170.9980489751068,177.01916329714342,177.91700949878535,62.20976730779233,56.45888899716838,push-up
106,164.59505277106953,164.88889800799922,173.19267097795586,171.22252211761668,175.71450372853366,177.69563501422672,63.727649312101335,56.505150153595956,push-up
107,166.04736900689053,164.03519614765108,173.38084247724038,170.5551229409166,175.64454204622115,176.1366171069394,63.84931034646804,57.1686415804125,push-up
108,167.31761662586592,171.06998258060682,173.74664390495826,171.1960293522865,174.93900617326844,176.04033662623053,64.27605728657743,56.9953010863932,push-up
109,170.35132829088784,173.70092088124616,175.74691337235353,172.65982044075957,175.36795370164234,175.61716701926667,65.3684966363675,58.336117670722025,push-up
110,171.30370508636324,169.60955767463523,176.49846375117545,172.54552447250077,173.18823888761597,173.05592321356295,67.42385261148961,57.82989009200796,push-up
111,171.64513817519838,169.18025921711123,177.70372023712818,174.39970950130964,172.6463931080599,172.6826732033438,68.18112929972347,58.52911513013613,push-up
112,172.23311950197018,168.43883771750936,178.10745296502913,175.07176110486185,171.97465481797875,171.3762992106743,68.71098833532412,59.52189423283624,push-up
113,172.90789159994924,167.82313038792438,177.58939551624442,175.24920732269084,170.59325001877184,169.73823834098573,69.66437836897656,60.62208244372288,push-up
114,173.59430805778774,168.05497375722757,177.94598001549681,175.40665973856437,170.87209958578464,169.36379850025972,69.37692903249692,60.88900003953897,push-up
115,173.93671139573573,167.8246279528676,178.17100632679836,174.95168273000073,170.95701784325087,169.07106615459134,69.40022131346365,61.12049619292814,push-up
116,174.28807741853046,167.00017598389985,177.37689765847813,173.92682655773723,169.73015697000733,168.57979649992555,70.38184920540785,60.934615770826234,push-up
117,174.4786189658304,166.3903310048643,177.3236705253274,173.8275134840988,169.52127711500438,168.75850362460864,70.78026642091069,60.7103319247915,push-up
118,174.23426350572046,165.12288700300786,177.27804578385883,173.92883379407385,169.58834474339355,169.02176222253527,70.78090008170348,60.06423825789993,push-up
119,174.0722203979533,163.63112354230532,177.20272676009324,173.80192981844954,169.80432109590038,169.85139776315708,70.67445154541198,58.93589137705337,push-up
120,173.88087749183376,163.02228028908092,177.22954217620034,173.56147936874993,169.9777789529076,169.89742450129754,70.54220317524245,58.703389799957115,push-up
121,173.77824357035905,161.7474915004061,177.25233457586327,173.45106800359764,170.15472785882352,169.93936349174416,70.40322907007604,58.160930883315594,push-up
122,172.5422076010028,161.3324404173311,177.05551867988018,174.05074683366266,170.2620571037504,171.4276225195731,69.8388996693831,57.49548149739085,push-up
123,170.86396810836047,160.586782716138,177.11197256917777,175.74859412104223,171.68633459404782,174.65089311937146,68.17047109804822,55.78881000102804,push-up
124,166.8914292713524,160.0842304688487,178.16909461393317,177.8415650586876,173.413396660706,176.98814872060575,66.29150537068784,54.92499642992922,push-up
125,164.06456016530535,158.61996600194308,177.0752385113616,179.04792311181703,174.63677287424943,178.1483789133766,64.2355499247348,54.60111389865296,push-up
126,163.10607323897634,158.65199640537696,176.32720454770038,179.02234326924264,174.28067058734754,177.83679878751767,63.91129984717243,55.37764551381915,push-up
127,161.31423490856207,155.41686378526316,174.9565534546269,178.55081275937312,172.04220370282414,176.0022216507024,64.69481784219468,55.33629946371738,push-up
128,158.98120713842877,157.5316969339462,174.95882808074563,179.1815287587751,171.0546197710334,176.05889323615548,65.69276893831756,57.593005769018845,push-up
129,154.84579115021413,157.88739942164867,176.02869358972228,179.54479524100546,171.71252119573126,175.22629578854426,65.42225945987587,61.35350887267488,push-up
130,152.10228390325048,155.89077289330015,175.09874047444475,177.97387713467737,171.42001492967617,172.7298996842777,65.39737089188354,62.14944183012915,push-up
131,151.7106963101268,155.36433009412335,175.25662850483081,177.69240464328612,172.32365087925146,172.2220594484954,64.92129810862774,61.89187236707775,push-up
132,148.82938676262788,150.48069314115975,175.48383975591582,178.73298461600294,173.2833698609557,172.65051926235805,63.462239548296324,60.19218624335095,push-up
133,145.2007463410174,133.75913796642487,176.67825925884804,179.1558776888601,174.92063795340766,173.0763082782463,61.11265433875683,49.20461995046683,push-up
134,136.46564623752602,113.43429938589367,177.1654105633029,179.38724437390755,176.19935987971544,175.63251611158896,55.33551242794682,19.95751939908202,push-up
135,127.45043286454754,83.25012588006196,176.91360370490753,179.67154169399,177.85703514685704,175.25839767930051,46.38148280041031,13.352378631587479,push-up
136,128.1189443217974,86.10824138482117,175.78723508847992,176.6808320899507,178.49970116378228,174.12019636515396,46.05472752815143,13.979308263432863,push-up
137,123.36219279519699,81.65455825849911,177.1838912946426,178.19182930174406,178.35343479332113,176.7452133792373,40.755423467033225,19.97513499016303,push-up
138,116.49340058548978,68.21405104171417,178.86018891864984,179.43541798414134,176.71317667263543,177.93154523989938,34.3572781515963,31.227809852082878,push-up
139,108.55784753336613,58.20661721394855,179.79577311198378,179.5954521216412,174.69449486419373,179.01682158571276,26.64547030354198,39.10905775602471,push-up
140,105.99684558884567,55.24159133299549,179.6430208830979,178.8953617388589,176.24094515415612,175.53064046362752,24.81435529548317,42.409931753996254,push-up
141,107.73374722268375,55.46818106801045,179.52094890714832,178.48932836460102,175.73132904750722,175.76631592582734,25.646467911286994,42.794481314307866,push-up
142,108.63823680772666,55.05420433874828,178.58939477477855,178.49592182950795,174.33744432911377,174.99392756696767,25.71208750159935,43.04395622090371,push-up
143,107.41093445314911,55.118837313567354,178.09470633643386,178.8794427838603,173.75960897460683,175.05190772939625,24.522540591835163,42.44921775451187,push-up
144,108.2228567105617,54.25805923697267,178.82993851628441,179.3454015545857,173.71367129041656,174.74881387778905,25.247214736892413,42.07913416047525,push-up
145,110.00823574705908,55.12192995079839,179.57702702898817,177.96867528823554,173.51167261831745,174.28528874644712,26.263080753537363,41.652691293020105,push-up
146,111.75968321820648,55.41036727349974,179.8563454935436,178.66228723572334,173.50841541984641,172.9677294858054,27.51092391548708,42.18059747955063,push-up
147,112.71482507048108,57.64292696186233,179.7858243214489,179.1015283895637,173.59315476026788,173.7728500156196,27.957041317230097,41.20160218641876,push-up
148,114.30170293437081,57.3648121406933,177.7062097616545,178.68793800903896,174.95491752766318,174.3414042853181,29.472389345517048,40.62663069171961,push-up
149,125.20732977910939,62.14189380720743,173.95014229270922,177.9200606277631,178.58838935409545,174.38672264839107,38.29821893654133,37.22613507950632,push-up
150,130.46676950048257,75.72687669821434,171.4868745333095,176.68096008372945,178.64438497882747,176.11759060043198,42.63717263893357,20.56094885349054,push-up
1,174.17575661176116,172.84086889322563,149.59570548927593,111.37925143456907,17.112676461556216,77.42671063341214,147.62228112926775,87.0262021355559,push-up
2,177.80419984956808,178.06852103787546,163.49279157306594,136.12435379897192,21.623500353161248,47.92915478792829,176.51959828817147,123.54625201071894,push-up
3,177.12817727351694,179.68386265068125,176.1387571396567,172.60470494121586,21.0297080867683,66.92738400790185,172.8818615676666,128.4961593326638,push-up
4,164.54011606406215,176.4366105115363,163.74594320400092,157.99996909848014,5.423232630476558,72.43655070580405,129.48608216404415,124.21217760415176,push-up
5,162.01725091932235,178.44200046126323,177.6189665430936,145.0616610133043,2.191020921040804,64.58462545100961,138.8177756528318,122.34572998317327,push-up
6,164.29228180632427,179.86372290409696,144.82077107958102,143.67337167497612,4.9598558069250895,56.28892574383254,153.83417344455262,126.36288444337204,push-up
7,159.57178154018737,178.1567998468583,146.61440965403398,162.33901165021015,5.7227566831667795,65.54637992579016,144.20515209899648,132.27785436542672,push-up
8,156.7752358985591,179.20941505244994,175.24660931734937,170.01797926084205,5.980514864169754,69.80328612777748,137.558721678102,126.916961592032,push-up
9,178.6386432052946,172.07626213110697,156.4964125761623,171.519669580934,57.56966166960777,107.29078328821335,130.99573735312111,115.48867684888845,push-up
10,174.3488726135016,166.2987878114982,174.8835452899706,163.29103296099606,68.50634867765959,110.59620807749972,122.5541724088935,121.9671722542072,push-up
11,171.02964823674,158.60989266971075,169.57260869264965,155.0664997733094,72.36789455283977,113.99250042365001,122.63205236634833,131.53708862165448,push-up
12,167.39140741650343,158.70455412012853,176.13090046168782,151.89221670698976,66.62051665874493,117.09351983757983,130.2035197196287,130.56060869076836,push-up
13,175.40458718996464,153.72948824087237,172.49714444842425,150.69827618243082,57.93234613350337,115.89663324528074,126.19834589690555,137.71304683731213,push-up
14,151.76140551296635,140.17996173194678,166.67052807836558,140.45291356381318,61.13165674916566,126.39643432448169,147.4251727386476,149.5281191918447,push-up
15,162.71881501298148,133.90700184104298,125.84083648991005,135.2891846442218,28.041860961096976,139.412545062009,151.96304041676035,148.32447636099863,push-up
16,157.04453385677292,123.7983394533662,114.32949178001941,121.73402360965221,4.29158528428553,157.14222492180488,159.10966155448494,154.13918699655878,push-up
17,176.60420862428285,122.46526733615916,128.18211357913705,123.22478582598399,1.6854879357321273,156.78999972259658,145.75455191300594,154.45998333641356,push-up
18,167.21654600865082,117.68168957727683,104.99209943291353,129.24903381371342,35.397233675400926,156.73886139460996,147.68907362478768,155.4665129844148,push-up
19,171.28845516878187,101.55244340662519,104.27114799438343,134.59178632784736,51.938402904999464,149.25245180699474,163.0928669130929,172.03582822428586,push-up
20,168.5173459199584,101.02595833410966,22.443574894599212,15.379703613875346,50.24240493541091,34.2204123124564,95.51498864279161,173.3196762481084,push-up
21,163.21819050578682,99.35749109772037,16.332052345763444,37.186786196337984,20.593938802680125,33.892014929518666,96.51094322504314,170.87483523006574,push-up
22,165.4605443157459,88.7083483232881,43.4961159097322,36.36200783548821,2.867755587740631,41.378974168633476,91.3411974339784,155.9760032548877,push-up
24,40.72600303747451,42.437098165269916,176.54077231206438,151.04569089479574,178.52884091421905,155.40007305873476,47.852769833423736,44.22516203386294,push-up
25,40.54545212851654,41.314062407963355,175.80146508325407,161.58850381136858,170.54042901272186,165.88128992500302,48.65684555074662,43.3494223068203,push-up
26,40.617454937183616,40.50048266829964,173.6222895138115,164.9891013809435,168.30409943989653,168.9630451668884,49.153016109259255,42.82446003109269,push-up
27,40.78092890685626,40.28769133021875,173.31881321640552,165.91238866480916,167.9596284431129,170.0049597806704,49.466268194393855,42.62271473014874,push-up
28,41.50867973809089,41.06924905562072,173.15946109849997,165.52368045711668,167.9711693521081,169.74136462680121,50.324204417863704,43.46892315765161,push-up
29,44.24818941448927,44.88802971786123,171.49393862889696,166.19474244831065,166.16248447501764,169.8003352767871,53.72174439532282,47.91639721786613,push-up
30,46.73415978908504,50.248022980514854,172.23984518014922,164.2436507141153,165.71897687320123,167.22173974719794,56.94153363750455,54.42076697935316,push-up
31,51.6889456104466,52.52443658827185,170.55273691328637,155.540936641662,163.65074653208484,158.25192246911945,62.46813208137504,56.95796960370768,push-up
32,53.04506578771871,54.82617958934396,171.05816413771703,154.33477800447417,164.60664262423228,157.27863066913937,63.84986713869501,59.631542612203766,push-up
33,60.67135568884364,59.41811553586601,172.0054471068702,127.80742705991563,166.21519808223232,130.96505397889217,71.56342805890526,64.27712362685598,push-up
34,78.17666448454881,87.0218869048526,160.7998839587035,45.230287715801616,166.3565296562795,48.95348747744776,91.29356568293845,93.22846039657794,push-up
35,95.73750604947463,103.65225335823278,138.38054136960235,34.693456501337046,147.24543490766976,32.90268490812162,110.83214208348853,110.98657011918306,push-up
36,111.06509987320948,110.61279335582758,143.79909423683623,143.39732862215598,35.950349054499235,9.231048599763756,127.15481103746524,118.1757804824108,push-up
37,116.85841815124897,114.67031249748224,34.57964376617795,66.20420314990078,43.62039452884533,4.613791066059022,133.17479035760616,122.884600945349,push-up
38,123.9925783079673,127.28777690365622,23.08294819390625,63.009933105041,35.8473623156877,5.061745115612572,140.9321004538287,136.95629584289463,push-up
39,147.08778108453814,142.29761596464473,160.50183215736172,150.65210189270414,25.595040016970767,7.56019591767685,166.56409519695072,152.92620722008445,push-up
40,151.98693859003802,150.24422375744092,50.40483117857736,124.86042487104531,24.600846467141636,6.029495236643441,170.4018108109022,160.87433142983005,push-up
41,155.75907934987265,153.42971337472275,51.44604425255463,138.99722859309935,23.673135838046967,2.548311559269252,175.43672528452524,164.606797661129,push-up
42,156.12016337771564,154.2495332545172,93.84865504916763,143.5092158677902,22.00238570939023,1.2764640146722266,175.65969258863672,166.45926429631015,push-up
43,161.16307859946028,156.35862591991614,126.10434529795486,125.9554133663442,20.523168308964237,3.2089301697318113,178.4645491815553,166.08475745121046,push-up
