Frame,LEFT_SHOULDER-LEFT_ELBOW-LEFT_WRIST,RIGHT_SHOULDER-RIGHT_ELBOW-RIGHT_WRIST,LEFT_HIP-LEFT_KNEE-LEFT_ANKLE,RIGHT_HIP-RIGHT_KNEE-RIGHT_ANKLE,LEFT_SHOULDER-LEFT_HIP-LEFT_KNEE,RIGHT_SHOULDER-RIGHT_HIP-RIGHT_KNEE,LEFT_ELBOW-LEFT_SHOULDER-LEFT_HIP,RIGHT_ELBOW-RIGHT_SHOULDER-RIGHT_HIP,Exercise
15,50.823168220408455,95.5066096819841,161.62066245074155,158.3765809390965,177.77240968507974,169.71638576537566,34.94763771629375,33.51505165388244,push-up
16,46.371867025422254,86.43076735930818,163.71596318257753,158.27961140219688,175.48964398414572,171.92794724944028,40.23775316174475,25.712749333835177,push-up
17,42.13719035383703,80.50113588257358,166.18341637688928,156.66998301619475,173.78476378099188,171.33206423281584,44.28686275270943,20.521756464605403,push-up
18,39.984720583692926,74.53037143606171,168.29059055261072,155.50063605123174,171.39172578617564,171.66968692983048,46.629939238954094,15.42738573086266,push-up
19,37.85746676885581,70.22087788387148,167.8188290120492,154.41353879052102,170.93558221670793,170.44483852104318,48.43550236190449,12.774430775501727,push-up
20,34.89621401371577,70.08242608367402,167.30185905658865,154.3598591166831,171.89832875215842,171.06090240887184,49.104415361714125,12.308075007589254,push-up
21,34.18919927352008,69.92515725917652,167.2854795593073,156.13614262455064,171.56682603620837,171.30067198938983,48.96727471180775,13.658494677374323,push-up
22,34.110508895259635,71.71923333783808,168.12774246942456,158.1673345476769,170.95788122937145,173.28535299101236,48.98561327886334,15.258758124478558,push-up
23,35.27940520281228,74.91717506706456,167.34731812484426,157.88137210128127,171.35225253262155,173.03767937123402,47.925606758877954,18.26248968595489,push-up
24,36.39866888579394,77.06348091221805,167.30000180090244,157.92048465775974,171.3311310534325,172.85740492901166,47.061283168912375,20.28486923574653,push-up
25,39.49447251800037,82.56465949324385,168.6341307487475,156.2712835536784,171.60404138507567,171.51523226404635,44.06308015044222,24.837000324469443,push-up
26,45.46378167734156,93.81584930680026,166.09000751677434,153.62641200265418,173.30536326908307,167.83547096657733,39.88836056218594,34.88621913985571,push-up
27,53.38323246340933,104.13358773201261,170.86318315352293,156.52736812220448,174.63357331094437,169.58541906903272,32.72457995136254,42.87910679976483,push-up
28,59.32761831739945,112.13423273003532,167.01494976525876,157.70771835316205,179.40541059139284,167.40902650499999,25.645220128394783,50.642885775602906,push-up
29,71.55215828345473,118.05324976265553,164.39229511685133,157.5232181560312,178.1520668370956,166.58055858696076,13.524245449863088,56.237732417179075,push-up
30,93.76058884047464,126.09975201520496,165.37518063795213,157.16231075042012,175.56661355497096,167.36144432577274,6.195259316101058,59.695066625095194,push-up
31,126.99258793639827,136.7737987710854,165.74712511222975,158.55672488821477,174.12422027918083,168.40974324484475,38.82296858676433,63.699122695420044,push-up
32,136.00936479184907,144.81193315983487,165.26405704568654,158.52589799071418,169.95096428943066,166.1041459434543,48.72824950534225,67.54174528271835,push-up
33,141.81005049023534,150.56742854667968,163.33299288867153,157.77966928931525,169.62780340216702,166.23776262691825,51.760845908474145,68.94272129123027,push-up
34,145.93095902571315,155.07275149752178,159.22355077639799,157.53240865881912,168.91199830463214,166.8155168248513,52.4775621191394,68.67929983200088,push-up
35,149.88011125846003,160.34838155569693,155.87632765686777,153.2504324736254,166.98002915679967,163.4132935877969,54.67241606615818,69.4512318353694,push-up
36,154.49480467815607,164.98748623432311,153.1200537146212,154.99935130062764,167.50540264203488,166.99731634338812,55.787355516878854,69.23861023703512,push-up
37,157.74600814619444,168.62765985019752,153.3720681894227,155.61479038769792,168.10459834377767,169.51481213711804,57.244232137965646,68.6028972815417,push-up
38,160.58656049394295,171.03524590457621,152.11084563819207,156.39459086479795,169.39225815815817,168.21094851517182,57.23206716606804,70.62641445563087,push-up
39,161.97760426525895,171.80411145941468,152.23323539498998,155.88031347233934,169.88348598141476,168.0491307065646,57.21042365573044,70.19027219382912,push-up
40,163.04793865925507,171.17616192798252,152.50496246862153,156.23293952346677,168.66608824231673,167.0351465615559,58.39462172054882,71.85506502899985,push-up
41,161.03524766590442,169.0966387746889,152.84604270534314,158.08855384193632,167.1321529234515,168.42859226092878,57.90930691902726,70.73143415068779,push-up
42,159.30606227231726,168.34675681840906,152.08245814267715,158.72584663933168,165.92411847649603,168.0737030127473,57.4365764415086,71.55573433126774,push-up
43,157.75667698158577,166.11784807316064,153.63887050474736,158.12880018337157,167.06736314704878,167.40266099586884,56.37629602524748,70.7695547594736,push-up
44,153.53614178469877,161.0023857831931,151.75662065650712,159.4042016179739,165.0677196534135,167.427495025581,54.73482535994248,70.68651504762096,push-up
45,142.8238698187295,153.7825634949925,151.6108575677645,159.91960511117733,162.72185582436816,166.00224005593734,50.422518800849545,69.54868080171707,push-up
46,133.08709251428084,147.6018640349926,151.37010420672323,160.84117703653553,162.8059745626316,166.09029529023437,47.209409582718806,68.47323644290918,push-up
47,124.46523832504883,142.26282259991697,156.66515322420977,160.71616833925646,166.79798504415348,168.5396200789755,40.55319061493731,65.41602448521081,push-up
48,117.57607462533754,136.04326704886935,161.29636446969425,158.54028294040177,172.42968396103834,169.3640473710881,32.80693080875607,60.57930672830571,push-up
49,111.14208868119157,129.2607401916912,166.11332455716445,160.63088631070195,177.42764453588697,172.45800176049877,25.52038403245449,55.99677852103798,push-up
50,71.28930122663498,122.548540776532,168.49798748566255,162.0850705545429,176.92511497510296,175.49386934131277,14.758493351317327,50.07879708862589,push-up
51,52.08409746428433,115.3634173208981,169.5813280886223,162.8690651428692,175.77722947870672,177.7469608701471,29.712151537684008,43.9178294836143,push-up
52,49.86382667705949,107.47626285183854,167.89562629103904,163.13862067464677,175.16156541724058,176.1455373897879,35.69312963064283,39.557795206889864,push-up
53,47.75550736011816,96.14970186229455,166.06960853965552,161.88691734382522,174.63875701824105,174.60120854547176,40.04180402497076,32.48006275780966,push-up
54,41.904712199029134,86.6305071026093,167.86155568990765,162.20247216550214,173.39514777438967,175.43286571392102,44.94426134110521,24.977594409840663,push-up
55,38.28096434600055,81.23804747453747,168.27546094006618,158.56600080663338,173.32630568871804,170.95694417738727,47.23037707034176,22.49042108021979,push-up
56,34.70477828580344,77.053137891495,167.76531515985667,158.90621451796375,173.60384521384023,171.43158508670294,47.97499157618637,19.457556094790164,push-up
57,33.32201619596359,76.03905506615644,166.590014714674,158.2143065948123,172.1092219834321,172.20515340338756,49.682118549530145,18.461290556355838,push-up
58,33.06837684986073,74.58380174544462,167.4089281975825,158.63355488387765,171.75224974932192,172.07708076857534,49.93432239768377,18.18697306357143,push-up
59,34.341009887401924,73.70341690660841,168.857916987148,161.21428621232315,170.6708794333205,173.71501043036002,49.27961798014085,17.490044382240335,push-up
60,34.21131637250981,77.59407567901769,169.6247497669664,161.60354620572454,168.68559612641133,175.5204630361526,49.269282641609955,19.517593497136275,push-up
61,35.78273930388109,80.50820017044717,168.0845882591525,161.38445888786944,169.69607246772642,175.65414608305778,47.679206677873296,21.805820833465987,push-up
62,41.228388478338424,84.50270711321352,172.96953825546606,162.00175241482097,166.4842938674214,175.89409769628884,46.02430462516126,24.84802928203362,push-up
63,46.529287102145105,92.90226533225776,175.21661717763573,162.54459251004207,164.76413679611565,175.1907772202509,42.56240603577652,31.80046085620944,push-up
64,51.530727331381144,102.78035563496483,171.20703458870142,160.46602097002472,170.8687999365663,173.2355809736671,36.71953785959363,40.21291779449291,push-up
65,52.3519948142047,110.42447531168625,165.80021554319032,162.66877215968927,176.67030185886358,174.4770747160077,34.35283189189653,46.15905632317708,push-up
66,67.66383240328958,116.04029760372363,163.4210982598526,163.70225731031343,179.72825429636117,171.71061861878263,19.073072775778655,54.134711945255845,push-up
67,97.79608761379356,124.07264597656125,163.88637507565733,164.36261023782376,176.36473727243944,172.56464987189196,12.909796478386967,58.29903092919636,push-up
68,123.69919948035889,133.15503596752276,163.70752431240948,161.5793114803602,173.43982194921642,169.86049184995423,37.061886707446256,63.10325089544261,push-up
69,132.49714047050676,140.40032717971616,162.58759110848953,160.07550426822868,170.4574997444741,168.94451514114746,44.38667550214607,66.12091692105514,push-up
70,137.8869345487248,147.1058835374418,160.5711683372698,160.1153183683155,167.49565407551728,167.8449628361042,49.5267955268126,68.06723114112316,push-up
71,143.29095063190593,152.65033543533767,163.47697712561643,159.97834093896802,167.97628777561687,167.77754293602018,52.560685266536076,68.81703037683576,push-up
72,148.08750861938344,158.16693253667913,159.8536736659348,158.83303432154858,168.08323967711308,167.30167519770865,54.72375004022984,69.45790658362012,push-up
73,153.475490750723,162.85103665775472,158.9348493128273,157.88319817990995,168.1292987614879,168.5815854893371,56.92678515799828,68.48176511545704,push-up
74,157.53284959700088,166.77894168616217,157.1424543823744,158.29119626748798,168.08004900937502,169.14392340017355,58.64904817818524,69.33679651308982,push-up
75,160.0689836306391,169.54568750510467,155.3352429728437,158.94806124714884,169.59118010474856,171.19930750829442,59.01438700159544,68.45283079420744,push-up
76,163.06676802239974,170.78102707075965,152.77930187862225,158.92261178290408,168.13931384441443,168.94819986848384,59.05834777800715,69.96476642691168,push-up
77,162.93858256560614,171.47777673266032,153.39577865880895,157.10179914127923,168.3231886070949,166.06567873159247,58.89472484126775,71.52881150541408,push-up
78,162.94281295680005,170.47650976422352,154.12585785375646,159.36092438580698,167.58371740789062,167.4707432790539,60.1111873658512,71.89007866977613,push-up
79,162.07735341983414,168.89168311752724,155.1114740492476,160.0583886155698,168.4136523254979,166.7929368338708,59.45750910436391,72.60422340478438,push-up
80,160.4932824805781,167.90910763714786,151.17971356226815,160.9617620925356,166.27923745649,167.37516125484447,59.13746823930306,72.58648572919196,push-up
81,159.5177416449149,165.0110597041713,149.41377890004458,160.94514336318252,166.78351440653228,166.43559118769568,57.75272875843344,72.59703609292009,push-up
82,153.7986998434093,159.07506398692266,148.5863076206492,161.538468726649,165.5349644756031,166.47438052571368,55.7698508190094,71.53489144148274,push-up
83,144.96851082557046,152.52842418441497,153.95611020241563,161.54110999929503,166.82803820250368,167.11994515264746,51.95213959438202,68.28002828671777,push-up
84,134.98994898896927,146.0615200982451,151.7156525644999,160.76383763267376,162.91979027065318,166.27984645006654,48.44762885401611,67.84669314407364,push-up
85,127.5740071363949,140.5168107106193,159.21611396168413,159.34301263693266,170.31653204813054,168.66105731893273,41.416162963336156,64.54185077765527,push-up
86,115.27588794134806,132.67969250706554,163.55979793936422,157.78924314922043,174.58157686682713,168.43626854530956,31.262475905219883,59.90179814570081,push-up
87,105.72307542858773,127.17676522262356,168.01564812791437,160.2063560241951,179.9416219888014,174.10943492261842,23.673300574669668,54.54069246041536,push-up
88,65.99542854316599,120.40853274205942,172.76050063543207,161.65591438336773,176.37644601754405,176.13028322919172,11.756237258743397,49.10440374163994,push-up
89,47.154888921839174,114.18294756455732,170.33364732815292,161.01858790062425,175.6026363892895,176.85250573139172,30.695637987332532,43.77079144807317,push-up
90,49.51866773956719,104.45009761195423,169.1975934371822,160.53370944070124,174.27751938956888,175.9940899811256,35.699631872525174,36.839442295696585,push-up
91,45.91518406861424,93.22554962515446,167.93738637449556,158.11773429259105,172.44441851862763,173.74233070723866,41.63059960647064,29.46639742849436,push-up
92,40.28629847714025,86.52563312076086,168.65618808912336,158.62766312386978,169.1593963854712,175.5901416145108,47.847614044505974,23.58447101719645,push-up
93,37.72658604196143,80.51472156443872,169.86901216818882,158.1051732955799,169.30388136770716,174.89815012864716,48.94530454952252,19.42184806032526,push-up
94,34.93867686574906,75.67888490627108,170.87007932750691,157.80260314128822,169.33862045423984,174.9670248498962,49.457066357840695,15.530619784794442,push-up
95,34.009963594592186,72.32088965893473,171.60085481413844,156.3014492901223,168.18012117061377,173.54744704064922,50.89508346351869,12.806053845677388,push-up
96,32.549575708172554,69.55856597623837,171.71139188641925,157.0502936287465,166.86641896753912,174.02878317253345,51.656380045395984,10.836922513668364,push-up
97,32.58772675787722,69.41892606912309,168.99080295845468,158.40155606574544,168.13979243981768,174.8915999080462,51.494577270795034,12.06955835781176,push-up
98,33.93139442856148,72.36817168296976,170.2290670783594,158.5237249869146,167.0186825590371,176.01356041310638,51.144371729649194,14.55095437905135,push-up
99,35.99678310811497,76.30543470386785,169.95544726091185,157.66073664253946,165.988842147761,176.57631942499702,50.527871639519745,17.737703508154414,push-up
100,37.08201413294527,78.24895786246394,168.55771256438257,157.5016069294398,167.16878907492227,177.13002870925692,48.97899229697917,18.81790265245415,push-up
101,39.31450637792948,84.84365289422043,170.37094612027465,155.7425634013451,166.20099961499702,173.88597647725555,47.4175485159289,25.123635992499374,push-up
102,45.41757441887117,94.35923197906224,170.41124465285736,155.62388997540782,168.8702820138579,173.9046659985769,42.17673275294345,32.17876425521979,push-up
103,49.80524565099349,102.68551913049258,169.1021118807753,154.04126520540152,172.70246243071816,173.31008642049488,37.386340940031914,38.96865740330907,push-up
104,55.628170898260215,110.53629130107588,168.4821219405966,154.80109754766477,175.93179245584452,172.4123081399379,31.95938995586107,45.36501361256177,push-up
105,56.690520012855565,115.58424107899754,166.21244460698426,155.9574321324322,179.60741359945948,168.0409031094492,30.792384862478343,52.380171780588284,push-up
106,92.98580848968149,123.77262308118539,166.04033204241463,158.9223805293755,177.58075699568838,170.84415046982775,5.523236956048233,56.222613008333155,push-up
107,107.07515701612947,133.76419814606456,164.39985270898302,159.34624619925424,174.5645832105799,169.5352150132321,17.917622237854847,61.524518847774175,push-up
108,117.84584618865043,140.23993814029183,162.30196966221612,157.56325260639775,172.48552761943162,168.02668778119454,26.77299922377878,64.45351384688615,push-up
109,135.21999074046678,146.04887634540367,162.19267042010964,157.14903838607512,169.8054754521569,167.84353577042327,43.65215694194387,65.80092742008776,push-up
110,142.638989572324,151.9005408717536,159.33040237989138,157.6746659463121,167.395392962154,166.27789546603555,48.868600808613174,68.19449779369756,push-up
111,147.00735217667133,157.10615934846422,156.30346172653546,156.4832067204346,166.75439650767228,167.05806721445026,51.930369707869275,67.9325661062972,push-up
112,153.02912604832778,161.42124128666558,154.96573637554107,154.81493134705258,167.27564900908544,166.67144557411004,54.894487911741706,68.35537685275547,push-up
113,156.41007568620364,165.4904673217561,153.48217334615993,155.20023987843356,169.26873880798,167.43330059839352,55.04046399943363,68.0290544872697,push-up
114,160.2812205368774,169.07514823286746,151.38190906570802,157.1966580658338,167.7430092909824,168.11900603448996,57.91795825505568,68.79562530387516,push-up
115,163.01020695344025,171.3131630887484,150.92657416250242,159.85005897476395,169.84668192290007,169.23125226647062,57.603862238030544,70.17984910492915,push-up
116,164.05232198723283,171.76499833880953,149.28053177539556,157.20112920503306,168.91045849007878,166.6980811883623,57.82233217922675,70.97803177042178,push-up
117,164.06811786699885,171.3889695776912,150.56723183147847,157.65738867180872,168.53328006686584,167.70880410999837,58.059269444244855,70.67144541973674,push-up
118,162.5423900277643,169.9524181643865,151.56725848125106,157.90882741591278,167.77159990453686,167.39927821381136,57.69085865406956,71.35697165025218,push-up
119,160.49429534227525,168.98983030477805,153.05846322436318,158.200900474701,168.55813235587547,167.26986574055158,56.60280016371937,71.8391863107083,push-up
120,158.9454965303449,166.34351038254206,153.66889660155707,158.8941021604689,168.94988769214157,167.94174556646036,56.09369147059475,70.89346860072354,push-up
121,154.68847883842878,162.10059600742164,148.17832225391186,157.75683554727217,164.7481024282996,166.98724506759186,55.57814755460967,70.75519155518738,push-up
122,146.94043738266535,155.7898893470325,146.77049215844036,159.72397922059562,162.62293007607656,167.56301496222014,52.7471280232616,69.37723757528488,push-up
123,137.38294380046716,149.26922868805855,147.92157777293065,159.0435554523229,161.4587859799082,167.36749685552442,48.553720192524636,66.93387808228687,push-up
124,125.42328599407318,142.88251630277026,148.8196728594448,159.8194207132295,165.61745388769737,169.79489509793132,39.171788292126344,63.83032601613968,push-up
125,115.63107453600408,136.50794045363506,158.14203411093382,156.8098545535118,172.32468991706602,169.29112233782692,30.055248894942494,59.985450144688,push-up
126,111.4927486125828,130.00569341115863,160.7654650926788,159.54177080296344,175.0769860854894,172.50825145271247,25.34426414582494,55.49075655189279,push-up
127,78.19155917303533,123.5133159909771,166.24128971569758,159.65094571147318,179.88557397568388,174.68162506210575,6.072778776623579,50.217277797600616,push-up
128,55.07908082644062,117.37819242452291,170.01769489967023,161.46846705631557,175.0744221707735,178.45035431045304,29.424207173303216,43.97172055159689,push-up
129,51.91609708823526,108.39511892450075,166.52068310723246,160.60118378793948,174.35517621576076,176.85012585002798,33.822281780168225,38.44659482860493,push-up
130,48.02715674036842,97.18451412545782,165.93455728324048,159.02852103658117,174.166234524562,175.40231395469462,38.325372962242,30.798223908201578,push-up
131,42.385582786161564,87.64648092285366,169.97809878451497,158.95553987840802,171.29011337904302,176.27060233067172,43.3863589948254,23.626507301688207,push-up
132,40.78377650861374,81.67908921667089,169.0346536685976,158.90092833204795,169.39079026311865,176.3285269610537,46.65016666221487,19.542083825197608,push-up
133,37.36036737657061,76.77977974184867,168.16055752200157,158.63975533314508,169.6366698963585,175.22592430587446,48.620902412560945,16.660956625579836,push-up
134,33.207818447119216,71.80341269316095,170.18341217598305,156.9129549727284,169.56576378294983,173.96429868803685,49.177918092693254,13.02095588868661,push-up
135,33.69520136312966,70.46836322588808,171.50837914947417,156.6446514844984,167.08013473559657,174.79827546695725,50.42946238870032,11.901162673788129,push-up
136,33.091061291263195,69.71407326918157,169.9469759654302,157.85927386161148,167.9006134426849,175.02881707236264,50.60006773126567,12.148897766310043,push-up
137,37.198204333286014,70.50309374258863,168.54966402403497,157.7136781826783,168.56769351819594,174.1901468947731,50.26605342571497,14.20031088641368,push-up
138,38.42396178852506,73.35588607631031,167.41624374212677,157.52950420852156,168.3143603847972,175.7504865351338,49.84959706268226,15.681310863822882,push-up
139,39.69359364448171,77.48132459022698,166.4839276437534,157.54821827242583,168.70996397194236,176.56173304773995,48.63804598001117,18.395751616594385,push-up
140,39.96478648560541,78.96322847098139,166.70302389818968,156.86650540389448,168.89513082117065,175.9127503016894,47.82821038257798,19.599093716419645,push-up
141,41.897346738452306,85.93723131561524,169.24942877824742,155.24018440882713,167.62671699776791,172.26037987304073,45.6994942976195,26.519302261101245,push-up
142,46.709367908099,94.15248841374675,167.78294840909956,153.7802822889313,169.89605309934004,169.82434388987383,41.809915228777754,33.679266422886144,push-up
143,50.842452350910314,102.87323064173171,166.300201246569,156.10219239170152,175.31917447591601,172.26287107291805,36.72678395283896,39.649777741326886,push-up
144,57.518343111567546,109.16388141155808,164.88133387670362,153.549793508893,177.6251036105362,169.93868269823636,30.001875763082012,45.58313327661017,push-up
145,54.64146062506666,114.4962964244743,164.29641781936988,153.49075286698255,179.54624403984886,169.5013380170471,33.770282457157805,49.635024421197784,push-up
146,85.95086731864065,120.38832938298498,167.75530039448907,154.66104383584147,178.5769285374565,171.56705115768227,1.274658987498738,52.649951542613906,push-up
147,115.00395927075276,128.9104661110771,170.00257200557658,156.0575713406819,179.6067635452151,173.0913690361184,26.0191780598863,56.01015080013923,push-up
148,127.66767386563559,136.54654471389418,166.89136194750535,157.4011066820392,178.13751455100348,173.59516779581486,35.60112245264113,59.86846678797576,push-up
149,128.91893144999366,143.15213467950935,164.81275073865592,157.31663981059248,174.84378991854567,171.90047880371253,36.30321110456484,62.99351338058693,push-up
150,137.90800798289035,149.44328159481262,163.13174686485036,156.6683328641104,172.9992661172838,171.33859618353637,42.51722337077689,64.79982060626122,push-up
1,163.05128234871123,170.9032866110206,165.08760157548406,156.92732620354462,164.0303950144295,164.55490879833286,66.64573334352104,75.38144245968623,push-up
2,165.6564120960619,173.90813341135956,165.18650369153687,166.51043320158914,165.09892496176278,170.76108361770744,68.51992114642792,76.37992109348548,push-up
3,168.103834494565,173.7871392667174,169.51539984235546,164.47364779673322,166.72285968305877,171.24843858045736,69.8454435878481,73.87973901120816,push-up
4,168.81065759734318,172.26842253283345,158.57565065997628,154.89645961781918,161.23439151631788,166.47350666510377,69.78436248841538,72.92349267336198,push-up
5,169.46250999517585,172.36695675362725,157.9031735787927,153.07210458047803,160.31402279043647,163.86354977288164,70.3041028011315,74.02717333627568,push-up
6,169.93058352786574,172.5534429370546,155.6059759520671,179.80327852870155,159.65375887846167,177.96886091698664,70.21099429600974,73.54912357225191,push-up
7,169.48765925308336,172.48021358933923,152.703393096346,175.9046274326044,156.18414761997337,177.51267562167712,70.98273012881909,74.73988960062337,push-up
8,169.79049473966907,172.3338994762798,154.01636479090647,175.7238298175346,155.9261756157835,178.01872320014277,71.12075228286805,74.4454710129701,push-up
9,169.9391676687968,172.4540216665855,153.83511218144145,173.8972530946859,155.67617465730984,172.64962182132828,71.74254939948612,74.85682479579765,push-up
10,170.30805457659605,171.6704394135084,152.88979289131726,171.02486179028372,154.2227285782855,171.73036980943664,72.27494142661597,74.39978943172363,push-up
11,170.67559081213494,171.31204085255524,153.44205071550428,167.7866645475049,154.62249821176704,169.9120635282575,72.53373655278222,74.60024117094719,push-up
12,170.5335906806025,170.97153041974371,153.83961914040313,165.31534958308214,154.79502667643033,168.0408853377885,72.54816475867331,74.97212736402243,push-up
13,170.2328744454239,170.801565400967,154.5674107587287,163.8236096536694,156.01326101797483,167.00762627986035,71.8655595989847,75.15842815625136,push-up
14,168.5090170301826,170.715692989416,154.96427230814243,163.41248278038677,156.57738571041708,167.48867613521784,70.97849627366045,74.80401755860198,push-up
15,167.24403118530392,170.50747266649205,155.3189589018809,162.58180720791555,156.6851916331016,167.02601337141044,70.35855937947024,74.63529390648608,push-up
16,166.94565030631423,170.14410502545124,156.5735581138249,162.32015327312985,156.9941803099918,167.3118882691883,71.18008189858837,74.34152872056815,push-up
17,166.46797104979802,169.9972316702646,156.18041452780326,162.94144256741347,156.88140472847994,168.09324086231192,71.55536678426452,74.52985094349788,push-up
18,167.48812610686127,169.4898833312314,155.0722684926991,163.36001215017131,156.31780203633485,169.27445605753127,72.05718800906712,74.41252713522775,push-up
19,167.1510276032763,168.86813372659995,156.61769935076103,163.90223566479492,158.19407088017678,169.19937468710572,71.659085175812,74.7161323919122,push-up
20,166.29288768839154,167.56836540869259,156.35593231081847,165.53203584999636,158.69143707991603,171.47508688178743,71.1174512927029,73.40459792616862,push-up
21,164.8392006253606,166.0858954230586,160.91316092344607,167.11031566789651,164.90876360591176,172.6959785046706,68.64683516794139,72.67012537294012,push-up
22,163.4599661161027,164.75512258329167,161.06815274523964,168.76528708303812,166.21243483968283,173.52863324678754,67.23699940539409,72.46475667799277,push-up
23,161.99247555645096,163.54517999526087,161.07253385505035,169.23794212935493,165.90459126498766,174.48367306668607,66.92537055543417,72.09753420953294,push-up
24,160.62824715701421,161.98949940112746,161.4703514998992,168.5934173517098,165.89646724773203,175.0616949208932,66.73376784492055,70.30158362963348,push-up
25,158.19494605997787,160.78144789115547,162.37311616782475,167.33401962166656,167.2253641612919,174.19466155204603,65.45994778104227,69.98175451141461,push-up
26,156.65067362614417,159.3872807957286,160.20908837039605,168.94234477056366,166.77976276378615,175.53913948023967,64.6585090428477,69.50766607621105,push-up
27,151.73052059112828,157.47217569629836,160.95019667353435,169.94846706383518,167.80221069846777,176.26423106202344,58.92930912689812,69.22937180311794,push-up
28,148.89039422013013,155.82137401487444,161.0291973958081,169.9114349654171,167.6732396365757,175.98609595672357,57.68725594349566,69.1897642768713,push-up
29,147.83303199513523,154.68639809347886,159.12222026844722,169.6194208715274,165.71907100727563,175.31186991573432,58.877814806955584,69.49046555406528,push-up
30,145.65301747948556,153.11170585640397,160.1365252959972,168.79213846299638,165.82689950329987,174.75586314406632,58.31117881233676,68.50802172644404,push-up
31,142.85568565011494,151.7807731967477,160.55414259252484,167.56063161229463,167.627610011033,175.47464455327233,55.600465577960456,66.86155143865676,push-up
32,141.70804904918978,150.43526832039518,163.67913311165614,165.92641792840064,170.21638273923713,174.49424069294608,55.50472705176828,66.47664899457794,push-up
33,140.72121731274797,148.8501051771673,165.73308575614135,166.61366121341325,171.65860065530418,174.56028913761193,53.188909851807054,66.02622046434323,push-up
34,138.07910938521127,147.3454361482566,166.59394830910836,165.00533515992515,172.38061725985554,174.1090415901198,51.347361079960834,65.58266685388702,push-up
35,135.87322901357624,146.04624680691018,165.9490786921364,164.7738275548145,172.81476602156505,173.6747561122752,49.5150800681449,64.97525815393215,push-up
36,134.39454948773098,144.5225325250655,163.74524332220733,164.11651492132896,172.99328853803925,173.3145712234457,47.81332831691414,64.46407751470804,push-up
37,131.4635028862774,143.42230263206835,163.1047570551734,162.74320545044233,172.71351606177296,172.08384644121102,45.35030600553406,64.54790446019399,push-up
38,128.65830911687559,141.9334483553151,160.53581557059786,162.43765680809636,170.93870981089643,170.83315040804996,44.33202471317202,65.41002553948078,push-up
39,125.48068347444773,140.18778853256313,158.55513366680614,162.54130593405495,171.72442363264886,170.86532018644155,40.777774669978385,65.05772685900558,push-up
40,119.92366209811156,137.46289678913595,158.61335860047606,163.86039977315042,171.87544589117576,172.47321761139708,35.64882377912219,63.32094166833997,push-up
41,115.91513365058381,135.38339045322354,160.87417884094052,164.43121794323454,174.44679674618857,173.4242039958448,31.364639737826657,62.627538229515324,push-up
42,110.83386456304498,133.12500338465702,159.9828379379147,164.88061345316726,174.3704267306864,173.36548303085013,26.55731134723692,62.36958704618428,push-up
43,103.8126314997271,131.17944697324617,159.92114486168808,164.65905376634612,174.10463896752267,174.27749985817698,21.4622546507008,61.19740447024145,push-up
44,99.95276110398747,128.67432985145481,162.74983250208876,167.1687928278271,177.43189127199253,177.6663544380081,18.961711636255586,58.74761039866701,push-up
45,98.09112089622893,126.92752697632898,162.91244118393968,166.5615563439689,178.5038124838184,177.81895442983893,16.325729926391432,57.58661989934228,push-up
46,98.30037327423464,125.4932845235848,164.05792437587746,167.11866092290484,179.83307825700095,179.0663285829734,15.49670697578637,56.29896792718836,push-up
47,94.19120543780407,123.42350764000119,164.0045607175602,166.0068549740655,179.11597469067428,179.61761959947168,11.632709030718217,54.60025769179197,push-up
48,86.48141889252466,120.99103579202786,163.2456567394156,166.90721433662335,178.62193970830253,178.34344830817327,4.661642685424738,52.30387999025527,push-up
49,80.17019577949831,118.87245765109738,162.9238462576354,166.30513196731528,178.0103489631636,177.97440321068666,0.38935510901984266,50.512484231686756,push-up
50,69.81717301451877,115.83321743027022,163.11810140175353,166.4982497825269,176.32146243325667,176.78831327451124,11.44418634319345,48.10427904722087,push-up
51,64.25508417631937,114.10545854444628,163.6252184287222,165.41427662750732,174.56196950955834,177.34440415213817,17.619636673508978,46.450562095511486,push-up
52,59.38319232686271,110.4656911091349,164.53088786172276,166.12582911201943,172.7860572584476,177.79672496402085,22.771247415902394,44.21365648035987,push-up
53,56.88840760363702,108.89132397475467,163.7016034254132,163.51812740169194,173.02167814154524,179.89337172160654,27.83323629632787,43.11811747047091,push-up
54,51.04060136023961,107.33802991349125,165.36589623479432,164.4496455767659,172.32666294829423,179.4217763522585,33.275788276723745,41.992312766557575,push-up
55,49.57057156380673,105.6177475414806,166.44896409851796,164.0730542796845,171.81874662095285,179.57301746660863,34.69308239464522,40.65725949281824,push-up
56,46.18983252226954,104.42850544215045,167.81071763349803,165.87500532947823,171.1111837006754,178.30732269645208,37.166327481250846,39.86389282331919,push-up
57,45.483300537615435,103.07919392544349,168.8266825977303,166.02733340143024,170.81198156142966,178.05898260607958,38.619669766019015,38.81186271268865,push-up
58,43.14353421035947,100.9984740119807,169.71461571992603,166.9948135505187,170.17720967395488,175.9461518697101,40.360491259430326,36.40299812630832,push-up
59,41.63886079863853,99.17422038363974,170.7140420544987,165.5317357164235,169.86551816509936,178.08060584114423,41.28557223183661,35.85323470776001,push-up
60,41.28259562480996,97.32282333226142,171.44032728304492,164.62079445014172,169.15526265640617,178.76653511602888,42.75034530805258,34.850719594656084,push-up
